"ID";"Questao";"Área"
"69";"A difusão pelos cônegos do ideal apostólico, bem como
a influência dos eremitas e dos pregadores errantes que na
sua esteira propagavam temas evangélicos, contribuíram para
fazer nascer, entre os fiéis, o desejo de se erguerem ao nível
espiritual do clero e de obterem a sua salvação, sem que para
isso tivessem de renunciar ao seu estado. Pela primeira vez,
a Igreja entreabria as portas da graça em benefício da totalidade
dos fiéis, colocando, como única condição, a sua partida para
o Oriente, a fim de aí lutarem contra os inimigos de Cristo.
VAUCHEZ, A. A espiritualidade da Idade Média Ocidental,
séc. VIII-XIII. Lisboa: Estampa, 1995.
Conforme o texto, no imaginário dos fiéis cristãos do período
medieval, a salvação era alcançada por meio das
A palavras escritas.
B práticas litúrgicas.
C ações voluntárias.
D ideias messiânicas.
E celebrações coletivas.
M2025
AZUL 27
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"70";"Nos Estados Unidos, um hotel perto de um parque foi engolido
por uma enorme cratera. E não é a primeira vez que esse tipo
de incidente acontece na Flórida. Em minutos, uma ala inteira
do hotel era engolida pela cratera de 30 metros de diâmetro e
cinco de profundidade. O diretor do resort em Clermont, perto
dos parques temáticos da Flórida, diz que o prédio tinha 15 anos,
e que até então o solo nunca havia apresentado problemas.
Os afundamentos são um fenômeno comum na Flórida por
causa das formações de calcário e argila no subsolo, mas às vezes
chuvas fortes, ou a drenagem do solo para construção, acabam
contribuindo para o surgimento desses buracos.
Disponível em: http://g1.globo.com. Acesso em: 10 dez. 2024 (adaptado).
A situação de desmoronamento do solo descrita no texto origina-se da
A cristalização da estrutura geológica.
B ação do intemperismo químico.
C recomposição da mata ciliar.
D acumulação de sedimentos orgânicos.
E impermeabilização da superfície ocupada.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"71";"Moradores de Berlim protestaram contra a demolição de
um trecho do muro que dividiu a cidade durante quase três
décadas. Tratado como patrimônio cultural e histórico da cidade,
o East Side Gallery, repleto de grafites emblemáticos, está na
mira de uma construtora que pretende levantar um condomínio
de luxo às margens do Rio Spree, que corta a cidade.
ALMEIDA, R. Alemães impedem demolição de último trecho original do
muro de Berlim. Disponível em: http://operamundi.uol.com.br.
Acesso em: 2 fev. 2021 (adaptado).
A demolição do símbolo histórico mencionado representa uma
A violação da memória coletiva.
B alteração das fronteiras políticas.
C adesão à arquitetura neoclássica.
D negação das influências orientais.
E reorganização da mobilidade urbana.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"72";"TEXTO I
Em conjunto: todo e não todo, unido e separado, em
consonância e em dissonância. De todos um e de um todos.
(Fragmento B10)
TEXTO II
Deus é dia-noite, inverno-verão, guerra-paz, saciedade-fome.
(Fragmento B67)
Pré-socráticos. São Paulo: Nova Cultural, 1996.
A característica do pensamento do filósofo Heráclito, registrada
nos fragmentos mencionados, é a ênfase na
A qualidade imperecível do mundo.
B degradação material da natureza.
C imobilidade imanente do universo.
D distribuição dicotômica do cosmos.
E desordem incontornável das coisas.
ENEN2
28 CIÊNC
M2025";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"73";"Entre esses preconceitos estava o canibalismo. A prática não
era, porém, uma mentira, uma invenção europeia, mas um ritual
controlado por regras. Entre os tupis, por exemplo, os guerreiros
se sentiam honrados quando morriam em um banquete canibal.
Para os europeus, no entanto, comer carne humana era
abominável, pois nem mesmo os leões ingeriam seus semelhantes.
Portanto, para os conquistadores, o canibalismo era sinônimo de
barbarismo e da incapacidade de se autogovernar.
RAMINELLI, R. Canibalismo para alemão ver. In: FIGUEIREDO, L. (Org.).
História do Brasil para ocupados. Rio de Janeiro:
Casa da Palavra, 2013 (adaptado).
No texto, europeus e ameríndios atribuíram à prática relatada,
respectivamente, o significado de
A selvageria — empoderamento.
B impetuosidade — resistência.
C fanatismo — humilhação.
D intolerância — violência.
E repressão — justiça.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"74";"Fragmentada em pequenos grupos, fragilizada pela ausência
de algum tipo de organização ampla, tendo que carregar
o peso do preconceito racial que se transfere do negro para a
cultura negra, a religião dos orixás tem poucas chances de se
sair melhor na competição — desigual — com outras religiões.
Silenciosamente, assistimos hoje a um verdadeiro massacre das
religiões afro-brasileiras.
PRANDI, R. O Brasil com axé. Estudos Avançados, n. 52, dez. 2004.
No processo de invisibilização dos cultos afro-brasileiros, o texto
associa os seguintes elementos essenciais:
A Ausência de soluções partidárias e rejeição da laicidade.
B Precariedade de coesão representativa e recusa da alteridade.
C Insuficiência de estruturas decisórias e exclusão da dialogicidade.
D Inexistência de direitos constitucionais e negação do ecumenismo.
E Efemeridade das relações políticas e debilidade do pertencimento
étnico.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"75";"A partir do século XIX e, principalmente, no século XX, iniciou-se
o uso de produtos sintéticos na agricultura. No Brasil, a partir da
década de 1960 e, posteriormente, nos anos 1970, os inseticidas
ampliam sua fatia no mercado dos defensivos agrícolas.
TROPPMAIR, H. Biogeografia e meio ambiente.
Rio de Janeiro: TB, 2012 (adaptado).
Nos espaços agrícolas, a mudança técnica descrita provocou
a diminuição da
A desagregação de camadas pedológicas.
B diversidade de polinizadores naturais.
C contaminação de lençóis freáticos.
D produtividade da terra cultivada.
E ocorrência da erosão laminar.
2025
CIAS HUMANAS E SUAS TECNOLOGIAS | 1º DIA | CADERNO 1 | AZUL
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"76";"Os direitos do homem constituem uma classe variável, como
a história destes últimos séculos demonstra suficientemente.
O elenco dos direitos do homem se modificou, e continua a se
modificar, com a mudança das condições históricas, ou seja,
dos carecimentos e dos interesses, das classes no poder, dos meios
disponíveis para a realização dos mesmos, das transformações
técnicas. Direitos que foram declarados absolutos no final do
século XVIII foram submetidos a radicais limitações nas declarações
contemporâneas; direitos que as declarações do século XVIII
nem sequer mencionavam, como os direitos sociais, são agora
proclamados com grande ostentação nas recentes declarações.
BOBBIO, N. A era dos direitos. Rio de Janeiro: Elsevier, 2004.
Os argumentos apresentados no texto sustentam que os direitos
humanos são variáveis porque os considera como
A fenômenos espontâneos.
B conquistas atemporais.
C convenções coletivas.
D resquícios religiosos.
E imposições políticas.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"77";"Carro elétrico, uma miragem ecológica
A mudança para a eletromobilidade de fato promove uma
alteração no consumo de recursos naturais. Hoje, amplamente
dependentes do petróleo, nossos modais de transporte poderiam
se tornar cada vez mais dependentes de trinta metais raros. Gálio,
tântalo, cobalto, platinoides, tungstênio, metais de terras-raras: uma
mina contém apenas ínfimas quantidades desses metais dotados
de fabulosas propriedades eletrônicas, ópticas e magnéticas.
PITRON, G. Revolução tecnológica, transformação geopolítica. Disponível em:
https://diplomatique.org.br. Acesso em: 10 dez. 2018.
No que se refere ao desenvolvimento sustentável, a charge e o
texto indicam uma contradição no uso da tecnologia alternativa
derivada do seguinte aspecto:
A Necessidade de fontes não renováveis.
B Padronização dos modelos produtivos.
C Demanda de mão de obra qualificada.
D Precariedade da legislação industrial.
E Utilização de materiais recicláveis.
ENEM
M2025";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"78";"A Roda dos Expostos de Salvador (Bahia) data de 1726 e
foi uma das instituições implantadas com o objetivo de acolher
e prover um encaminhamento para a criança recém-nascida
abandonada. Essa assistência fundamentava-se em práticas
caritativas, paternalistas e imediatistas que visavam ao cuidado
básico da criança e, especialmente, à salvação da sua alma,
via batismo, devido à alta mortalidade.
BORRIONE, R.; CHAVES, A. M. Análise documental e contexto
de desenvolvimento. Disponível em: www.scielo.br.
Acesso em: 15 ago. 2013.
A instituição apresentada no texto justificava-se pelo(a)
A defesa de direitos humanos.
B preceito de natureza sociorreligiosa.
C reconhecimento de vínculos familiares.
D discurso de cunho técnico-científico.
E ideologia de caráter abolicionista.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"79";"A missão dos governantes consiste em promover a felicidade
da sociedade, punindo e recompensando. A parte da missão de
governo que consiste em punir constitui mais particularmente
o objeto da lei penal. A obrigatoriedade ou necessidade de
punir uma ação é proporcional à medida que tal ação tende
a perturbar a felicidade e à medida que a tendência do referido
ato é perniciosa. A felicidade consiste naquilo que já vimos,
ou seja, em desfrutar prazeres e em estar isento de dores.
BENTHAM, J. Uma introdução aos princípios da moral e da legislação.
São Paulo: Abril Cultural, 1974 (adaptado).
Qual perspectiva de justiça emerge da relação, estabelecida
no texto, entre punição e felicidade?
A Aplicação de meios para atingir um fim.
B Imposição de regras para estabelecer um dever.
C Sobreposição de princípios para fundamentar um direito.
D Criação de parâmetros para reconhecer uma prescrição.
E Elaboração de convenções para referendar um costume.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"80";"Cidade sustentável é o assentamento humano constituído
por uma sociedade com consciência de seu papel de agente
transformador dos espaços e cuja relação não se dá pela razão
natureza-objeto, e sim por uma ação sinérgica entre prudência
ecológica, eficiência energética e equidade socioespacial.
ROMERO, M. Frentes do urbano para a construção de indicadores de
sustentabilidade intraurbana. Paranoá, n. 4, nov. 2007.
Uma medida pública que contradiz o modelo de cidade exposto
no texto é a
A coleta seletiva de lixo.
B reutilização das águas pluviais.
C canalização dos cursos hídricos.
D arborização das avenidas centrais.
E educação ambiental da comunidade.
M2025
AZUL 29
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"81";"Em decorrência da naturalização da inferioridade social
da mulher e da concepção de justiça do Estado, baseada na
igualdade abstratamente concebida, torna-se possível convencer
o Estado burguês a conceber e implementar políticas públicas
cujo conteúdo se define pela discriminação positiva de mulheres,
embora isso aparentemente seja paradoxal.
SAFFIOTI, H.; ALMEIDA, S. S. Violência de gênero, poder e impotência.
Rio de Janeiro: Revinter, 1995 (adaptado).
No contexto atual, qual medida atende ao tipo de política pública
abordada no texto?
A Ampliação do sufrágio universal.
B Diminuição da jornada de trabalho.
C Extinção do crime de feminicídio.
D Redução da licença-maternidade.
E Criação de delegacia especializada.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"82";"A cidade justa é governada pelos filósofos, administrada
pelos cientistas, protegida pelos guerreiros e mantida pelos
produtores. Cada classe cumprirá sua função para o bem da
pólis, racionalmente dirigida pelos filósofos. Em contrapartida,
a cidade injusta é aquela onde o governo está nas mãos dos
proprietários — que não pensam no bem comum da pólis
e lutarão por interesses econômicos particulares.
CHAUÍ, M. Convite à filosofia. São Paulo: Ática, 2000.
O texto apresenta a estrutura de governo da cidade ideal pensada
por Platão, que postula uma indissociabilidade entre
A cognoscência e relação intersubjetiva.
B mitologia e teorias cosmogônicas.
C cidadania e primazia da retórica.
D moralidade e virtudes cardeais.
E ética e exercício do poder.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"83";"A Impressão Régia do Rio de Janeiro foi criada pelo decreto de
13 de maio de 1808 para dar continuidade à nova sede do império
português. A nova tipografia é criada em um momento no qual o
projeto de reforma do império se transforma em um projeto de
construção de um novo império português na América. Frente
às tensões políticas que essa nova situação criava, a tipografia
atuou na legitimação e sustentação daquele projeto político.
BARRA, S. H. S. A Impressão Régia do Rio de Janeiro e a colonização dos sertões
na construção do novo império português na América (1808-1822).
Topoi, n. 31, jul.-dez. 2015 (adaptado).
A função política da tecnologia mencionada no texto favoreceu
a nova sede do Império português por
A estabelecer as normativas ideológicas aos periódicos.
B propagar as diretrizes administrativas às capitanias.
C divulgar as conquistas às metrópoles europeias.
D integrar as regiões territoriais ao poder central.
E difundir as publicações às elites lusitanas.
ENEN2
30 CIÊNC
M2025";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"84";"Com o objetivo de auxiliar a prevenção e o combate a
incêndios no Cerrado, o Centro de Sensoriamento Remoto
da Universidade Federal de Minas Gerais (UFMG) desenvolveu
um modelo computacional capaz de prever o comportamento
do fogo. Essa tecnologia integra o projeto Monitoramento do
Cerrado, do qual também participa o Instituto Nacional de
Pesquisas Espaciais (Inpe). O instituto produz e processa dados
de satélite sobre focos de calor para determinar a localização
de incêndios no bioma. Esses focos são o ponto de ignição para
o modelo desenvolvido na UFMG: com base em outros dados,
como relevo, ventos, umidade e biomassa seca, a ferramenta
estima as áreas com maior risco de incêndio e prevê a intensidade
e a direção de propagação do fogo no Cerrado brasileiro.
LAGES, L. Tecnologia antiqueimada. Revista Minas Faz Ciência,
n. 84, dez. 2020 – jan.-fev. 2021 (adaptado).
Em relação à causa ambiental, o uso da tecnologia mencionada
indica a
A influência da produção orgânica.
B relevância da infraestrutura viária.
C significância da cosmologia nativa.
D importância de pesquisas acadêmicas.
E interferência de interesses estrangeiros.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
